,worldbank_stats_by_country_2015-2019.csv column names
422,"School enrollment, primary (% gross) 2017"
423,"School enrollment, primary (% gross) 2018"
424,"School enrollment, primary (% gross) 2019"
425,"School enrollment, primary, female (% gross) 2015"
426,"School enrollment, primary, female (% gross) 2016"
427,"School enrollment, primary, female (% gross) 2017"
428,"School enrollment, primary, female (% gross) 2018"
429,"School enrollment, primary, female (% gross) 2019"
430,"School enrollment, primary, male (% gross) 2015"
431,"School enrollment, primary, male (% gross) 2016"
432,"School enrollment, primary, male (% gross) 2017"
433,"School enrollment, primary, male (% gross) 2018"
434,"School enrollment, primary, male (% gross) 2019"
435,"School enrollment, primary (% net) 2015"
436,"School enrollment, primary (% net) 2016"
437,"School enrollment, primary (% net) 2017"
438,"School enrollment, primary (% net) 2018"
439,"School enrollment, primary (% net) 2019"
440,"School enrollment, primary, female (% net) 2015"
441,"School enrollment, primary, female (% net) 2016"
442,"School enrollment, primary, female (% net) 2017"
443,"School enrollment, primary, female (% net) 2018"
444,"School enrollment, primary, female (% net) 2019"
445,"School enrollment, primary, male (% net) 2015"
446,"School enrollment, primary, male (% net) 2016"
447,"School enrollment, primary, male (% net) 2017"
448,"School enrollment, primary, male (% net) 2018"
449,"School enrollment, primary, male (% net) 2019"
450,"School enrollment, secondary (% gross) 2015"
451,"School enrollment, secondary (% gross) 2016"
452,"School enrollment, secondary (% gross) 2017"
453,"School enrollment, secondary (% gross) 2018"
454,"School enrollment, secondary (% gross) 2019"
455,"School enrollment, secondary, female (% gross) 2015"
456,"School enrollment, secondary, female (% gross) 2016"
457,"School enrollment, secondary, female (% gross) 2017"
458,"School enrollment, secondary, female (% gross) 2018"
459,"School enrollment, secondary, female (% gross) 2019"
460,"School enrollment, secondary, male (% gross) 2015"
461,"School enrollment, secondary, male (% gross) 2016"
462,"School enrollment, secondary, male (% gross) 2017"
463,"School enrollment, secondary, male (% gross) 2018"
464,"School enrollment, secondary, male (% gross) 2019"
465,"School enrollment, secondary (% net) 2015"
466,"School enrollment, secondary (% net) 2016"
467,"School enrollment, secondary (% net) 2017"
468,"School enrollment, secondary (% net) 2018"
469,"School enrollment, secondary (% net) 2019"
470,"School enrollment, secondary, female (% net) 2015"
471,"School enrollment, secondary, female (% net) 2016"
472,"School enrollment, secondary, female (% net) 2017"
473,"School enrollment, secondary, female (% net) 2018"
474,"School enrollment, secondary, female (% net) 2019"
475,"School enrollment, secondary, male (% net) 2015"
476,"School enrollment, secondary, male (% net) 2016"
477,"School enrollment, secondary, male (% net) 2017"
478,"School enrollment, secondary, male (% net) 2018"
479,"School enrollment, secondary, male (% net) 2019"
480,"School enrollment, tertiary (% gross) 2015"
481,"School enrollment, tertiary (% gross) 2016"
482,"School enrollment, tertiary (% gross) 2017"
483,"School enrollment, tertiary (% gross) 2018"
484,"School enrollment, tertiary (% gross) 2019"
485,"School enrollment, tertiary, female (% gross) 2015"
486,"School enrollment, tertiary, female (% gross) 2016"
487,"School enrollment, tertiary, female (% gross) 2017"
488,"School enrollment, tertiary, female (% gross) 2018"
489,"School enrollment, tertiary, female (% gross) 2019"
490,"Government expenditure on education, total (% of GDP) 2015"
491,"Government expenditure on education, total (% of GDP) 2016"
492,"Government expenditure on education, total (% of GDP) 2017"
493,"Government expenditure on education, total (% of GDP) 2018"
494,"Government expenditure on education, total (% of GDP) 2019"
495,"Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age) 2015"
496,"Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age) 2016"
497,"Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age) 2017"
498,"Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age) 2018"
499,"Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age) 2019"
500,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age) 2015"
501,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age) 2016"
502,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age) 2017"
503,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age) 2018"
504,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age) 2019"
505,"Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age) 2015"
506,"Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age) 2016"
507,"Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age) 2017"
508,"Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age) 2018"
509,"Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age) 2019"
510,Prevalence of anemia among women of reproductive age (% of women ages 15-49) 2015
511,Prevalence of anemia among women of reproductive age (% of women ages 15-49) 2016
512,Prevalence of anemia among women of reproductive age (% of women ages 15-49) 2017
513,Prevalence of anemia among women of reproductive age (% of women ages 15-49) 2018
514,Prevalence of anemia among women of reproductive age (% of women ages 15-49) 2019
515,Prevalence of anemia among children (% of children under 5) 2015
516,Prevalence of anemia among children (% of children under 5) 2016
517,Prevalence of anemia among children (% of children under 5) 2017
518,Prevalence of anemia among children (% of children under 5) 2018
519,Prevalence of anemia among children (% of children under 5) 2019
520,Prevalence of anemia among non-pregnant women (% of women ages 15-49) 2015
521,Prevalence of anemia among non-pregnant women (% of women ages 15-49) 2016
522,Prevalence of anemia among non-pregnant women (% of women ages 15-49) 2017
523,Prevalence of anemia among non-pregnant women (% of women ages 15-49) 2018
524,Prevalence of anemia among non-pregnant women (% of women ages 15-49) 2019
525,"Condom use, population ages 15-24, female (% of females ages 15-24) 2015"
526,"Condom use, population ages 15-24, female (% of females ages 15-24) 2016"
527,"Condom use, population ages 15-24, female (% of females ages 15-24) 2017"
528,"Condom use, population ages 15-24, female (% of females ages 15-24) 2018"
529,"Condom use, population ages 15-24, female (% of females ages 15-24) 2019"
530,"Condom use, population ages 15-24, male (% of males ages 15-24) 2015"
531,"Condom use, population ages 15-24, male (% of males ages 15-24) 2016"
532,"Condom use, population ages 15-24, male (% of males ages 15-24) 2017"
533,"Condom use, population ages 15-24, male (% of males ages 15-24) 2018"
534,"Condom use, population ages 15-24, male (% of males ages 15-24) 2019"
535,"Condom use at last high-risk sex, adult female (% ages 15-49) 2015"
536,"Condom use at last high-risk sex, adult female (% ages 15-49) 2016"
537,"Condom use at last high-risk sex, adult female (% ages 15-49) 2017"
538,"Condom use at last high-risk sex, adult female (% ages 15-49) 2018"
539,"Condom use at last high-risk sex, adult female (% ages 15-49) 2019"
540,"Condom use at last high-risk sex, adult male (% ages 15-49) 2015"
541,"Condom use at last high-risk sex, adult male (% ages 15-49) 2016"
542,"Condom use at last high-risk sex, adult male (% ages 15-49) 2017"
543,"Condom use at last high-risk sex, adult male (% ages 15-49) 2018"
544,"Condom use at last high-risk sex, adult male (% ages 15-49) 2019"
545,Number of deaths ages 5-14 years 2015
546,Number of deaths ages 5-14 years 2016
547,Number of deaths ages 5-14 years 2017
548,Number of deaths ages 5-14 years 2018
549,Number of deaths ages 5-14 years 2019
550,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total) 2015"
551,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total) 2016"
552,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total) 2017"
553,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total) 2018"
554,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total) 2019"
555,Number of infant deaths 2015
556,Number of infant deaths 2016
557,Number of infant deaths 2017
558,Number of infant deaths 2018
559,Number of infant deaths 2019
560,"Cause of death, by injury (% of total) 2015"
561,"Cause of death, by injury (% of total) 2016"
562,"Cause of death, by injury (% of total) 2017"
563,"Cause of death, by injury (% of total) 2018"
564,"Cause of death, by injury (% of total) 2019"
565,Number of under-five deaths 2015
566,Number of under-five deaths 2016
567,Number of under-five deaths 2017
568,Number of under-five deaths 2018
569,Number of under-five deaths 2019
570,"Cause of death, by non-communicable diseases (% of total) 2015"
571,"Cause of death, by non-communicable diseases (% of total) 2016"
572,"Cause of death, by non-communicable diseases (% of total) 2017"
573,"Cause of death, by non-communicable diseases (% of total) 2018"
574,"Cause of death, by non-communicable diseases (% of total) 2019"
575,Number of neonatal deaths 2015
576,Number of neonatal deaths 2016
577,Number of neonatal deaths 2017
578,Number of neonatal deaths 2018
579,Number of neonatal deaths 2019
580,"Probability of dying at age 5-14 years (per 1,000 children age 5) 2015"
581,"Probability of dying at age 5-14 years (per 1,000 children age 5) 2016"
582,"Probability of dying at age 5-14 years (per 1,000 children age 5) 2017"
583,"Probability of dying at age 5-14 years (per 1,000 children age 5) 2018"
584,"Probability of dying at age 5-14 years (per 1,000 children age 5) 2019"
585,Adults (ages 15+) living with HIV 2015
586,Adults (ages 15+) living with HIV 2016
587,Adults (ages 15+) living with HIV 2017
588,Adults (ages 15+) living with HIV 2018
589,Adults (ages 15+) living with HIV 2019
590,AIDS estimated deaths (UNAIDS estimates) 2015
591,AIDS estimated deaths (UNAIDS estimates) 2016
592,AIDS estimated deaths (UNAIDS estimates) 2017
593,AIDS estimated deaths (UNAIDS estimates) 2018
594,AIDS estimated deaths (UNAIDS estimates) 2019
595,Women's share of population ages 15+ living with HIV (%) 2015
596,Women's share of population ages 15+ living with HIV (%) 2016
597,Women's share of population ages 15+ living with HIV (%) 2017
598,Women's share of population ages 15+ living with HIV (%) 2018
599,Women's share of population ages 15+ living with HIV (%) 2019
600,"Prevalence of HIV, total (% of population ages 15-49) 2015"
601,"Prevalence of HIV, total (% of population ages 15-49) 2016"
602,"Prevalence of HIV, total (% of population ages 15-49) 2017"
603,"Prevalence of HIV, total (% of population ages 15-49) 2018"
604,"Prevalence of HIV, total (% of population ages 15-49) 2019"
605,"Mortality rate, under-5 (per 1,000 live births) 2015"
606,"Mortality rate, under-5 (per 1,000 live births) 2016"
607,"Mortality rate, under-5 (per 1,000 live births) 2017"
608,"Mortality rate, under-5 (per 1,000 live births) 2018"
